layer,scale,avg_score
0,0.1,0.9729817708333334
0,0.2,1.0045572916666667
0,0.30000000000000004,1.0445963541666667
0,0.4,1.0934244791666667
0,0.5,1.1513671875
0,0.6,1.2047526041666667
0,0.7000000000000001,1.2477213541666667
0,0.8,1.2711588541666667
0,0.9,1.2887369791666667
0,1.0,1.2978515625
1,0.1,0.9241536458333334
1,0.2,0.9375
1,0.30000000000000004,0.9713541666666666
1,0.4,1.0299479166666667
1,0.5,1.0888671875
1,0.6,1.1227213541666667
1,0.7000000000000001,1.1145833333333333
1,0.8,1.076171875
1,0.9,1.0423177083333333
1,1.0,1.0289713541666667
2,0.1,0.9537760416666666
2,0.2,0.9388020833333334
2,0.30000000000000004,0.9329427083333334
2,0.4,0.94140625
2,0.5,0.9713541666666666
2,0.6,1.0182291666666667
2,0.7000000000000001,1.0862630208333333
2,0.8,1.1725260416666667
2,0.9,1.2786458333333333
2,1.0,1.4065755208333333
3,0.1,0.9147135416666666
3,0.2,0.8743489583333334
3,0.30000000000000004,0.818359375
3,0.4,0.7574869791666666
3,0.5,0.6979166666666666
3,0.6,0.6432291666666666
3,0.7000000000000001,0.5983072916666666
3,0.8,0.5709635416666666
3,0.9,0.55859375
3,1.0,0.560546875
4,0.1,0.8974609375
4,0.2,0.845703125
4,0.30000000000000004,0.794921875
4,0.4,0.744140625
4,0.5,0.7034505208333334
4,0.6,0.6751302083333334
4,0.7000000000000001,0.6529947916666666
4,0.8,0.6458333333333334
4,0.9,0.6429036458333334
4,1.0,0.646484375
5,0.1,0.9495442708333334
5,0.2,0.94921875
5,0.30000000000000004,0.9469401041666666
5,0.4,0.9560546875
5,0.5,0.9723307291666666
5,0.6,0.9928385416666666
5,0.7000000000000001,0.9957682291666666
5,0.8,0.9905598958333334
5,0.9,0.970703125
5,1.0,0.9410807291666666
6,0.1,0.9000651041666666
6,0.2,0.8590494791666666
6,0.30000000000000004,0.8362630208333334
6,0.4,0.8486328125
6,0.5,0.8994140625
6,0.6,0.962890625
6,0.7000000000000001,1.0055338541666667
6,0.8,0.9869791666666666
6,0.9,0.892578125
6,1.0,0.7431640625
7,0.1,0.9462890625
7,0.2,0.935546875
7,0.30000000000000004,0.919921875
7,0.4,0.9036458333333334
7,0.5,0.8854166666666666
7,0.6,0.8629557291666666
7,0.7000000000000001,0.8238932291666666
7,0.8,0.7884114583333334
7,0.9,0.7555338541666666
7,1.0,0.7311197916666666
8,0.1,0.9007161458333334
8,0.2,0.8538411458333334
8,0.30000000000000004,0.8115234375
8,0.4,0.7698567708333334
8,0.5,0.7236328125
8,0.6,0.6796875
8,0.7000000000000001,0.6383463541666666
8,0.8,0.6041666666666666
8,0.9,0.583984375
8,1.0,0.5712890625
