layer,scale,avg_score
0,0.1,0.98828125
0,0.2,1.0279947916666667
0,0.30000000000000004,1.0872395833333333
0,0.4,1.1630859375
0,0.5,1.2513020833333333
0,0.6,1.3372395833333333
0,0.7000000000000001,1.4205729166666667
0,0.8,1.4964192708333333
0,0.9,1.5771484375
0,1.0,1.6650390625
1,0.1,0.9710286458333334
1,0.2,1.0045572916666667
1,0.30000000000000004,1.0491536458333333
1,0.4,1.091796875
1,0.5,1.119140625
1,0.6,1.1168619791666667
1,0.7000000000000001,1.0804036458333333
1,0.8,1.0358072916666667
1,0.9,1.0042317708333333
1,1.0,0.9850260416666666
2,0.1,0.9306640625
2,0.2,0.9150390625
2,0.30000000000000004,0.916015625
2,0.4,0.9459635416666666
2,0.5,1.0198567708333333
2,0.6,1.1315104166666667
2,0.7000000000000001,1.2600911458333333
2,0.8,1.38671875
2,0.9,1.5016276041666667
2,1.0,1.5989583333333333
3,0.1,0.9368489583333334
3,0.2,0.927734375
3,0.30000000000000004,0.9169921875
3,0.4,0.8981119791666666
3,0.5,0.8603515625
3,0.6,0.8134765625
3,0.7000000000000001,0.763671875
3,0.8,0.7216796875
3,0.9,0.6936848958333334
3,1.0,0.6940104166666666
4,0.1,0.9176432291666666
4,0.2,0.8932291666666666
4,0.30000000000000004,0.8802083333333334
4,0.4,0.8756510416666666
4,0.5,0.8779296875
4,0.6,0.88671875
4,0.7000000000000001,0.8743489583333334
4,0.8,0.8343098958333334
4,0.9,0.7721354166666666
4,1.0,0.6959635416666666
5,0.1,0.9456380208333334
5,0.2,0.9378255208333334
5,0.30000000000000004,0.927734375
5,0.4,0.9186197916666666
5,0.5,0.9222005208333334
5,0.6,0.9319661458333334
5,0.7000000000000001,0.9485677083333334
5,0.8,0.9514973958333334
5,0.9,0.9430338541666666
5,1.0,0.9075520833333334
6,0.1,0.9173177083333334
6,0.2,0.8782552083333334
6,0.30000000000000004,0.8551432291666666
6,0.4,0.8515625
6,0.5,0.8779296875
6,0.6,0.9274088541666666
6,0.7000000000000001,0.978515625
6,0.8,1.0218098958333333
6,0.9,1.0354817708333333
6,1.0,1.0305989583333333
7,0.1,0.9075520833333334
7,0.2,0.8697916666666666
7,0.30000000000000004,0.8313802083333334
7,0.4,0.791015625
7,0.5,0.7496744791666666
7,0.6,0.7060546875
7,0.7000000000000001,0.6682942708333334
7,0.8,0.6412760416666666
7,0.9,0.6246744791666666
7,1.0,0.6080729166666666
8,0.1,0.9514973958333334
8,0.2,0.9482421875
8,0.30000000000000004,0.94921875
8,0.4,0.9430338541666666
8,0.5,0.9254557291666666
8,0.6,0.8997395833333334
8,0.7000000000000001,0.8544921875
8,0.8,0.80078125
8,0.9,0.740234375
8,1.0,0.6809895833333334
9,0.1,0.9827473958333334
9,0.2,1.0218098958333333
9,0.30000000000000004,1.0634765625
9,0.4,1.1061197916666667
9,0.5,1.1555989583333333
9,0.6,1.1897786458333333
9,0.7000000000000001,1.2151692708333333
9,0.8,1.2298177083333333
9,0.9,1.2418619791666667
9,1.0,1.2581380208333333
10,0.1,0.98046875
10,0.2,1.0094401041666667
10,0.30000000000000004,1.0432942708333333
10,0.4,1.0709635416666667
10,0.5,1.0846354166666667
10,0.6,1.0804036458333333
10,0.7000000000000001,1.0572916666666667
10,0.8,1.01171875
10,0.9,0.9479166666666666
10,1.0,0.8772786458333334
11,0.1,1.044921875
11,0.2,1.126953125
11,0.30000000000000004,1.1829427083333333
11,0.4,1.2158203125
11,0.5,1.2268880208333333
11,0.6,1.212890625
11,0.7000000000000001,1.1878255208333333
11,0.8,1.1529947916666667
11,0.9,1.1272786458333333
11,1.0,1.1080729166666667
12,0.1,0.8977864583333334
12,0.2,0.837890625
12,0.30000000000000004,0.7770182291666666
12,0.4,0.7109375
12,0.5,0.6510416666666666
12,0.6,0.5927734375
12,0.7000000000000001,0.5354817708333334
12,0.8,0.4830729166666667
12,0.9,0.4290364583333333
12,1.0,0.3821614583333333
13,0.1,0.9501953125
13,0.2,0.9244791666666666
13,0.30000000000000004,0.8870442708333334
13,0.4,0.8483072916666666
13,0.5,0.814453125
13,0.6,0.7965494791666666
13,0.7000000000000001,0.8011067708333334
13,0.8,0.8277994791666666
13,0.9,0.8850911458333334
13,1.0,0.9671223958333334
14,0.1,0.8603515625
14,0.2,0.7561848958333334
14,0.30000000000000004,0.6471354166666666
14,0.4,0.5416666666666666
14,0.5,0.447265625
14,0.6,0.3564453125
14,0.7000000000000001,0.2779947916666667
14,0.8,0.20540364583333334
14,0.9,0.14388020833333334
14,1.0,0.08821614583333333
15,0.1,0.796875
15,0.2,0.6337890625
15,0.30000000000000004,0.4625651041666667
15,0.4,0.2841796875
15,0.5,0.11100260416666667
15,0.6,-0.052408854166666664
15,0.7000000000000001,-0.20475260416666666
15,0.8,-0.3395182291666667
15,0.9,-0.4388020833333333
15,1.0,-0.5035807291666666
16,0.1,0.7858072916666666
