layer,scale,avg_score
0,0.1,1.0123697916666667
0,0.2,1.0595703125
0,0.30000000000000004,1.0924479166666667
0,0.4,1.1194661458333333
0,0.5,1.1461588541666667
0,0.6,1.1839192708333333
0,0.7000000000000001,1.2275390625
0,0.8,1.2718098958333333
0,0.9,1.3053385416666667
0,1.0,1.3411458333333333
1,0.1,1.0052083333333333
1,0.2,1.0504557291666667
1,0.30000000000000004,1.0826822916666667
1,0.4,1.1217447916666667
1,0.5,1.171875
1,0.6,1.2275390625
1,0.7000000000000001,1.2848307291666667
1,0.8,1.3274739583333333
1,0.9,1.3583984375
1,1.0,1.3955078125
2,0.1,0.9794921875
2,0.2,1.0055338541666667
2,0.30000000000000004,1.0227864583333333
2,0.4,1.0361328125
2,0.5,1.0511067708333333
2,0.6,1.0550130208333333
2,0.7000000000000001,1.0475260416666667
2,0.8,1.0166015625
2,0.9,0.9684244791666666
2,1.0,0.9150390625
3,0.1,0.9518229166666666
3,0.2,0.9378255208333334
3,0.30000000000000004,0.9137369791666666
3,0.4,0.8707682291666666
3,0.5,0.8203125
3,0.6,0.7633463541666666
3,0.7000000000000001,0.7067057291666666
3,0.8,0.6643880208333334
3,0.9,0.6357421875
3,1.0,0.634765625
4,0.1,0.931640625
4,0.2,0.90234375
4,0.30000000000000004,0.8636067708333334
4,0.4,0.81640625
4,0.5,0.7626953125
4,0.6,0.7083333333333334
4,0.7000000000000001,0.6647135416666666
4,0.8,0.6350911458333334
4,0.9,0.6243489583333334
4,1.0,0.630859375
5,0.1,0.9007161458333334
5,0.2,0.8440755208333334
5,0.30000000000000004,0.7731119791666666
5,0.4,0.6995442708333334
5,0.5,0.625
5,0.6,0.5615234375
5,0.7000000000000001,0.5257161458333334
5,0.8,0.5026041666666666
5,0.9,0.4869791666666667
5,1.0,0.4912109375
6,0.1,0.8997395833333334
6,0.2,0.8225911458333334
6,0.30000000000000004,0.7340494791666666
6,0.4,0.6533203125
6,0.5,0.5875651041666666
6,0.6,0.5377604166666666
6,0.7000000000000001,0.5055338541666666
6,0.8,0.4873046875
6,0.9,0.470703125
6,1.0,0.4602864583333333
7,0.1,0.9059244791666666
7,0.2,0.8756510416666666
7,0.30000000000000004,0.853515625
7,0.4,0.837890625
7,0.5,0.8190104166666666
7,0.6,0.8004557291666666
7,0.7000000000000001,0.775390625
7,0.8,0.7392578125
7,0.9,0.6910807291666666
7,1.0,0.6292317708333334
8,0.1,0.9195963541666666
8,0.2,0.8951822916666666
8,0.30000000000000004,0.8798828125
8,0.4,0.8590494791666666
8,0.5,0.8470052083333334
8,0.6,0.8382161458333334
8,0.7000000000000001,0.8333333333333334
8,0.8,0.8336588541666666
8,0.9,0.8382161458333334
8,1.0,0.8414713541666666
9,0.1,0.92578125
9,0.2,0.9091796875
9,0.30000000000000004,0.8916015625
9,0.4,0.8795572916666666
9,0.5,0.8681640625
9,0.6,0.8551432291666666
9,0.7000000000000001,0.841796875
9,0.8,0.8277994791666666
9,0.9,0.8134765625
9,1.0,0.7958984375
10,0.1,0.9404296875
10,0.2,0.93359375
10,0.30000000000000004,0.9248046875
10,0.4,0.9130859375
10,0.5,0.8919270833333334
10,0.6,0.8619791666666666
10,0.7000000000000001,0.8255208333333334
10,0.8,0.7845052083333334
10,0.9,0.7392578125
10,1.0,0.6910807291666666
11,0.1,0.9026692708333334
11,0.2,0.86328125
11,0.30000000000000004,0.8284505208333334
11,0.4,0.7932942708333334
11,0.5,0.7503255208333334
11,0.6,0.7063802083333334
11,0.7000000000000001,0.6549479166666666
11,0.8,0.5983072916666666
11,0.9,0.541015625
11,1.0,0.4811197916666667
12,0.1,0.8863932291666666
12,0.2,0.8196614583333334
