layer,scale,avg_score
0,0.1,0.86328125
0,0.2,0.9326171875
0,0.30000000000000004,1.2457682291666667
0,0.4,1.4736328125
0,0.5,1.4104817708333333
0,0.6,1.4674479166666667
0,0.7000000000000001,2.0514322916666665
0,0.8,2.6015625
0,0.9,2.5008138020833335
0,1.0,2.2849934895833335
1,0.1,1.11328125
1,0.2,1.3746744791666667
1,0.30000000000000004,1.7786458333333333
1,0.4,2.17431640625
1,0.5,2.40771484375
1,0.6,2.2364908854166665
1,0.7000000000000001,1.8333333333333333
1,0.8,1.75390625
1,0.9,1.8128255208333333
1,1.0,1.8473307291666667
2,0.1,0.8531901041666666
2,0.2,0.7470703125
2,0.30000000000000004,0.6376953125
2,0.4,0.5579427083333334
2,0.5,0.5647786458333334
2,0.6,0.7662760416666666
2,0.7000000000000001,1.08642578125
2,0.8,1.09521484375
2,0.9,0.4977213541666667
2,1.0,1.2091471354166667
3,0.1,1.0400390625
3,0.2,1.1829427083333333
3,0.30000000000000004,1.3684895833333333
3,0.4,1.5120442708333333
3,0.5,1.4358723958333333
3,0.6,1.0869140625
3,0.7000000000000001,0.7565104166666666
3,0.8,0.7063802083333334
3,0.9,1.267578125
3,1.0,2.44873046875
4,0.1,1.109375
4,0.2,1.3935546875
4,0.30000000000000004,1.9156901041666667
4,0.4,2.4401041666666665
4,0.5,2.205078125
4,0.6,3.0384114583333335
4,0.7000000000000001,3.20849609375
4,0.8,2.9718424479166665
4,0.9,2.9934895833333335
4,1.0,3.4903971354166665
5,0.1,1.130859375
5,0.2,1.2311197916666667
5,0.30000000000000004,1.2141927083333333
5,0.4,1.1331380208333333
5,0.5,1.0520833333333333
5,0.6,0.8971354166666666
5,0.7000000000000001,1.2776692708333333
5,0.8,1.9581705729166667
5,0.9,2.2361653645833335
5,1.0,2.1767578125
6,0.1,0.9609375
6,0.2,0.9739583333333334
6,0.30000000000000004,0.9296875
6,0.4,0.7906901041666666
6,0.5,0.787109375
6,0.6,0.88037109375
6,0.7000000000000001,0.8880208333333334
6,0.8,1.0983072916666667
6,0.9,1.2268880208333333
6,1.0,1.2298177083333333
7,0.1,0.8714192708333334
7,0.2,0.7418619791666666
7,0.30000000000000004,0.5999348958333334
7,0.4,0.4765625
7,0.5,0.4124348958333333
7,0.6,0.3606770833333333
7,0.7000000000000001,0.049153645833333336
7,0.8,-0.22428385416666666
7,0.9,0.8245442708333334
7,1.0,1.970703125
8,0.1,1.0491536458333333
8,0.2,1.0970052083333333
8,0.30000000000000004,1.14453125
8,0.4,1.4609375
8,0.5,2.0836588541666665
8,0.6,2.2823893229166665
8,0.7000000000000001,2.13671875
8,0.8,2.0349934895833335
8,0.9,2.12646484375
8,1.0,2.30517578125
9,0.1,0.9065755208333334
9,0.2,0.8082682291666666
9,0.30000000000000004,0.7845052083333334
9,0.4,1.1051432291666667
9,0.5,1.5686848958333333
9,0.6,1.8400065104166667
9,0.7000000000000001,1.9309895833333333
9,0.8,1.96240234375
9,0.9,2.0657552083333335
9,1.0,2.2698567708333335
10,0.1,1.1129557291666667
10,0.2,1.0777994791666667
10,0.30000000000000004,1.1484375
10,0.4,1.3841145833333333
10,0.5,1.6044921875
10,0.6,1.7552083333333333
10,0.7000000000000001,1.8450520833333333
10,0.8,1.8828125
10,0.9,1.849609375
10,1.0,1.689453125
11,0.1,1.1302083333333333
11,0.2,1.2047526041666667
11,0.30000000000000004,1.2080078125
11,0.4,1.1725260416666667
11,0.5,1.1171875
11,0.6,1.0504557291666667
11,0.7000000000000001,0.9811197916666666
11,0.8,0.9326171875
11,0.9,0.9485677083333334
11,1.0,1.0654296875
12,0.1,1.013671875
