layer,scale,avg_score
0,0.1,1.0009765625
0,0.2,1.212890625
0,0.30000000000000004,1.7281901041666667
0,0.4,2.1516927083333335
0,0.5,2.1474609375
0,0.6,1.8623046875
0,0.7000000000000001,1.3263346354166667
0,0.8,0.6969401041666666
0,0.9,-0.21500651041666666
0,1.0,-0.1982421875
1,0.1,0.9095052083333334
1,0.2,0.9085286458333334
1,0.30000000000000004,1.0061848958333333
1,0.4,1.23046875
1,0.5,1.5397135416666667
1,0.6,1.869140625
1,0.7000000000000001,2.1064453125
1,0.8,2.1513671875
1,0.9,1.9228515625
1,1.0,1.5699869791666667
2,0.1,0.8704427083333334
2,0.2,0.8089192708333334
2,0.30000000000000004,0.884765625
2,0.4,1.181640625
2,0.5,1.6370442708333333
2,0.6,2.0885416666666665
2,0.7000000000000001,2.3707682291666665
2,0.8,2.21875
2,0.9,1.68017578125
2,1.0,1.3235677083333333
3,0.1,1.11328125
3,0.2,1.3932291666666667
3,0.30000000000000004,1.7652994791666667
3,0.4,2.1998697916666665
3,0.5,2.521484375
3,0.6,2.3694661458333335
3,0.7000000000000001,1.7724609375
3,0.8,1.3894856770833333
3,0.9,1.4993489583333333
3,1.0,2.1487630208333335
4,0.1,0.9918619791666666
4,0.2,1.0133463541666667
4,0.30000000000000004,1.2698567708333333
4,0.4,1.6438802083333333
4,0.5,1.3173828125
4,0.6,0.8541666666666666
4,0.7000000000000001,1.0087890625
4,0.8,1.15234375
4,0.9,1.08544921875
4,1.0,1.1539713541666667
5,0.1,0.8623046875
5,0.2,0.7643229166666666
5,0.30000000000000004,0.66796875
5,0.4,0.650390625
5,0.5,0.7672526041666666
5,0.6,1.0309244791666667
5,0.7000000000000001,1.3447265625
5,0.8,1.587890625
5,0.9,1.564453125
5,1.0,0.8932291666666666
6,0.1,0.9921875
6,0.2,1.0686848958333333
6,0.30000000000000004,1.1800130208333333
6,0.4,1.1181640625
6,0.5,0.9596354166666666
6,0.6,0.830078125
6,0.7000000000000001,1.0625
6,0.8,1.1025390625
6,0.9,1.0984700520833333
6,1.0,1.337890625
7,0.1,1.0328776041666667
7,0.2,1.0364583333333333
7,0.30000000000000004,0.9156901041666666
